Gene ARP4 Amikacin Amp Antimycin Ascididemin_Nat_prod BZA CCCP CPZ Cap Cephalexin Cerulenin Clofazimine Clotrimazole DCCD DIPED DNP DTNB DTT Deferoxamine Dipyridyl EMB Econazole Eta GSNO GSNO_CFZ GSNO_CPZ GSNO_KCN GSNO_menadione H2O2 INH KCN Levo Min_med__succinate_ Mtm NRP_1 NaN3 Nam Nigericin Novobiocin Oflox PA_1 PA_21 PA824 PZA Palmitate Procept_6776 Procept_6778 Rif Rifp Rox SM Succinate TLM TRC TRZ Tet UV Valinomycin Verapamil ZnSO4 menadione mercaptoethanol methoxatin
Rv0034 -1.110653798 0.161194256 0.016811855 0.300880909 -0.300667556 0.937244229 -0.157339586 -0.110237646 -0.161311448 -0.19276357 -0.039570891 -2.004262908 -0.412994503 -1.429257507 0.22274174 -0.500929383 0 0.251360711 0.247306821 0.045348124 0.063637491 -1.150335802 0.080388312 -0.434313654 -0.757611109 -0.862508327 -0.733129656 -0.064760355 0.743939982 0.142834942 -0.297199701 0.638921076 -0.389703308 0.489469157 -0.840381118 -1.005592519 0.990076046 0.564581019 -0.734393327 0.438929484 -0.663202278 0.213512363 -1.67472397 0.638888254 -0.384354664 -1.198175493 -0.368096323 1.230450577 -0.03087178 -0.775793541 0.261136345 -1.926358467 0.156235835 0.414657906 -1.30831593 -0.85394045 0.708021089 -0.587737919 -0.064311427 -0.378498982 0.244126757 0.023222096 -0.667660605
Rv0035 0 0.040086671 -0.37363133 0.372398486 -0.605888179 0.544797241 0.367168561 -0.056868497 -0.05672496 0.247754441 -0.479856873 0 -0.076814818 -2.985844041 0.970556124 0 0.307276463 -0.396771308 0.524807194 -0.164284337 -0.151806227 -0.778224823 0.660214268 1.354052851 0.131345153 0 0 0.454684377 -0.200890883 0.169100682 0 0.34335114 0 0.11914258 0 0 0.915419965 -1.069146227 0.271705502 0.095355328 -0.400413155 0.236890354 -1.50019288 0.415726753 0 -2.714568818 -0.89814316 0.799896402 0.546676229 -0.48033751 0.044328564 0 -0.22565361 -0.332069481 0 -0.967359424 -0.156229971 0.001818547 -0.053744915 0 0 -0.244117504 0.398348883
Rv0036c 0 -0.414147811 0.035363873 0.051709841 -0.553855699 0.388850828 0.36643296 0.435169791 -1.000876858 0.595285028 -0.124001099 0 -0.201198375 0 -0.498677865 0 0.967276371 -1.637849802 -0.106127532 -0.782823873 -0.511793806 0.18123964 0.202519526 0 0 -2.256301446 2.981242132 0.793527907 0.910805114 0.279633023 0 -0.41469999 0 1.003573906 0 0 0.554580573 0.56353157 0 0.634926399 -0.198427731 -0.29970648 -1.154811032 0.219326933 0 -0.643074782 -0.294581048 -0.962833604 -1.075 -1.308926185 -0.215317049 0 -0.062832122 0.186278156 0 -0.595675061 1.196802205 -0.709181163 0 0 0.670695343 -0.52571989 0
Rv0037c 0 -0.39796761 -1.037015447 -0.150443641 0.507978311 -0.480538335 1.945328366 1.031640264 -0.806703485 0.246755336 0.237874309 0 0.450378771 0 -0.683937374 0 1.798961336 1.177290116 -0.134255177 0.237641236 -0.992431829 0.388821956 -0.095960713 0 0 1.446825329 0.193069059 1.725009755 0.500979503 0.354715381 0 -0.087537058 0 -0.139698456 0.941505788 0 -0.311298853 0.441159052 0 0.163998584 0.315203673 -0.129450057 0.842261828 0.0537597 0 -0.216537044 0.333612958 -0.302283593 0.231498223 -2.219369304 -0.054683798 0 -0.253706054 -0.269984308 0 -0.346554228 0.067311751 2.670475512 0.223240617 0 0 1.766761498 3.16543245
Rv0038 -0.65422395 -0.567129616 -0.625329776 -0.33394273 0.030758201 0.288754185 1.855188826 0.774562136 -0.259700322 -0.269983367 -0.372920329 0.606252557 -0.03643614 1.641764268 -0.292066497 3.338347477 -0.8789735 0.224610239 -0.430456189 -0.437453173 -0.195769029 -0.282991566 -1.281317918 -1.273682372 -0.18303301 0.941926915 0.868513524 -0.387987698 -0.051682096 -1.633231401 2.030525358 -0.344632219 -0.660364687 -0.120152065 0.242925551 0.391797257 0.06070834 -0.776024177 0.674100147 0.083003425 0.37503236 0.041717343 1.597847935 -0.437498526 -0.620224489 1.361836802 0.109123473 0.327190578 -0.332524631 -1.743645342 -0.790835052 -0.58822628 -0.331777818 1.743838705 0.289961046 -1.064215141 -0.227359373 -0.879391397 -0.612944828 -1.348773688 0.120751831 -0.691082882 -1.152454405
Rv0039c 0 0.736174501 -0.042482634 0.219252255 -0.056748564 0.199462636 1.195619399 -0.352866652 -0.42219571 -0.43028904 -0.346926823 0 -0.702405791 0 0.095317985 0 1.202900148 1.418796469 -0.385182832 0.040736407 0.037942745 -0.364909791 0.231064171 2.112744998 0 1.356159309 3.632259665 1.45636622 -1.196938685 0.056746842 0 0.806145822 0 -1.008401201 1.855590307 0 -0.133488017 1.6737176 0 0.633610111 0.463893149 0.626159419 -0.184582661 -0.930001569 0 -0.474276699 -0.363171833 1.169147439 1.3014014 -1.003634225 0.256147555 0 0.285029564 0.390407833 0 -0.753728164 -1.381525081 1.070086116 -1.687476856 0 1.540195537 2.031623938 0.69702842
Rv0040c -1.684165931 -0.277242964 1.026152089 -0.139881272 -1.431909083 -0.204907605 0.136564373 -1.072720701 0.493265624 0.604494062 1.158664589 -0.52561875 0.255913572 -1.928066391 0.61216787 -0.09165935 0.467844978 -0.508553508 0.28023517 -0.476142732 1.032493032 0.1702796 1.727999077 0.582532645 0.358676023 -2.28653609 0.53731407 -1.21613107 -0.344388135 1.091851222 0.10346884 0.092795935 -2.510380985 0.01785463 -2.090419907 0.674991291 -0.085819116 0.417915051 -1.074723758 -0.51115651 0.072458616 0.621893852 0.759131257 -0.188471772 0.878620662 -0.384460699 -0.479287173 -0.775426433 -0.151168211 0.116164268 -0.397187539 1.166794717 1.445079076 -0.430816111 -0.516158193 -1.039398048 -0.107390649 -0.726161448 0.423234452 1.09260194 -1.720930168 0.645067587 0.55434958
Rv0041 -1.296405504 -1.667698273 0.438621801 0.524809774 -0.060715474 -0.613143353 -1.630119373 0.826487657 -1.545930525 0.41562975 0.629142124 0.289844262 0.899931033 -1.976778556 0.439273002 -0.222994593 0.59684652 -0.60380471 0.49065722 -0.337381549 0.064502316 0.867260516 0.628518641 0.88725518 0.776708577 1.189002465 -0.577290371 -0.352538136 -0.796786119 1.026194887 -0.146415813 -0.277394764 0.412583504 0.251102358 -1.222542502 0.841734771 -0.039828786 0.69548207 0.578090399 0.077966811 0.558832331 0.796389728 -0.742735605 -0.088503522 0.276155164 -1.185139469 -0.391876895 -0.374467538 -0.255574487 -2.611341176 -0.466039623 0.464913267 0.592627767 -0.590592037 0.210531481 -3.174802594 -0.008000744 0.088395066 0.490314457 2.024037423 0.116800064 0.363336595 0.720145898
Rv0042c 0.796535214 -0.107655276 -0.426452772 -1.102925385 -0.220143322 -0.616134829 0.046917724 -0.100130281 -1.342299007 0.057146431 -0.448729749 2.635531052 1.124405413 0 0.498270655 1.998748926 -0.869042552 -1.080140173 -0.011527209 0.062180925 -0.113355501 0.083117826 -0.161781191 -1.06987335 0 -1.243208459 -0.412168664 -0.638549228 0.334404233 -0.615670783 1.14475448 0.344257059 1.995341086 0.293758774 -1.49956694 0 -0.797885454 -0.285239243 -1.215799465 0.222170758 -0.167559783 -0.237280044 -0.032241629 -0.139627124 1.329291977 0.064951954 0.869232745 0.905089116 0.220415055 -1.791706488 0.368145263 1.027888436 -0.502501732 0.035927821 1.463586828 0.535650479 -0.088625726 -0.766304225 -0.989410727 0 -0.699192874 -0.780576734 -0.071478114
Rv0043c -0.631134511 -0.573063104 -0.125665408 -0.362483801 0.123657458 0.272989323 1.114477017 0.339397832 -0.531169849 -0.290029763 0.229277378 1.610408727 0.201018959 -1.356180025 0.821512756 2.028063437 0.013605979 -1.178046143 0.112335061 -0.361132397 0.386489646 0.51900511 -0.464401576 0.260395444 0.986317249 -0.154316255 -0.636643723 -0.555132997 0.69655841 -0.510423259 -0.779810286 1.257547276 -1.814498184 0.33268941 -1.272570361 -0.193227446 0.097263069 -0.135612763 2.205356998 1.212663332 -0.03484084 0.432707185 -1.352477201 -0.543407368 -0.071382716 -1.085038644 -0.54925966 1.079380088 -0.92525612 -0.99672513 -0.230757182 0.213993868 -0.385061194 1.411955009 -0.107245299 -0.645458867 0.451602992 -1.547832916 -0.08638039 0.543806144 -0.143922595 0.028984649 -0.077153057
Rv0044c -3.272901933 0.176995496 -0.904354181 0.087319479 -0.03369505 -0.530784823 2.143927342 -0.308674086 0.223333877 0.055109313 -0.106676084 -0.542128181 -0.145866094 -0.66043048 0.078961157 3.650537009 0.149875115 -0.3989638 -0.281064448 -0.50212298 0.1484254 0.089709324 -0.415073817 0.454517593 0.07232657 0.588148922 -0.417393227 0.75203103 0.333888345 -0.623068862 -0.108513692 1.888545655 -2.713632256 -0.199043277 -0.974741487 -0.187173401 -0.110736772 -0.113301302 1.747484116 0.027739401 1.383488448 0.459962386 -0.927542292 -0.388337996 0.147579402 -0.381757387 -0.065916444 1.120486796 -0.137324353 -1.294106737 -0.532639868 -0.260103695 -0.198539682 1.477436449 -0.996152708 -0.641822398 -0.630156038 0.178514347 1.187502486 -0.223716918 0.375947685 0.877034837 -0.321991607
Rv0045c 0 -0.003705229 -1.166162925 0.208010222 0.207518788 -0.738419017 1.258150171 -0.381490418 0.589411663 0.875993729 0.668437486 0.706701786 0.132077558 0 -0.358331358 2.728940467 -1.186903122 -0.563102074 0.374674419 -0.290227039 -0.098616177 0.12894071 -0.226475371 -0.987571198 0 0.563636133 0.86941679 -2.642846102 -0.244607221 -0.122004726 1.559693693 0.289382799 0 -0.171069889 -2.104300858 0 -0.353442915 -0.889478129 1.751669754 -0.069998426 -0.459575881 0.19299547 0.522743766 -0.22807066 1.363916998 0.317145848 0.505568156 0.032783982 0.056239167 1.649341533 0.622871452 1.379949391 -0.120189366 -0.297757663 1.920381143 -0.158071072 0.080167463 -0.527346493 -1.026051962 0 -1.420110185 -0.406489649 0.562378745
Rv0046c 0 -1.974309789 0.994422986 -0.302554403 -0.025407367 0.351354516 -1.730491694 0.12373161 -0.459196181 0.498437054 -0.785486988 1.192299401 -0.173684918 0 0.34635719 1.044050502 -0.979921296 -0.457779773 -0.362729991 -0.58026648 0.725689347 -0.948031905 0.044746303 -0.003900845 0.426409221 0.607336175 -0.081179783 -1.325184855 0.172179397 0.289318836 0.922715432 -0.338743933 0 0.695038731 -0.742957103 0.372178898 0.07070806 -0.986122442 -0.57237635 -0.629779399 -0.508413536 -0.356857115 -0.500607811 0.734762715 -0.790388915 1.570266935 -0.078208752 -1.244001141 -0.693557381 0.976400464 -0.486685096 0.56817112 0.072996874 -1.194249966 0 -1.736316708 0.544006641 -0.088510628 -0.716921434 0 -0.926474742 -1.04740401 -0.373905858
Rv0047c -1.112617047 -0.120935054 -0.041925032 -0.393294382 0.088909031 0.54910125 -0.948873793 0.140125771 1.299344558 -0.376584049 -0.651722848 -0.079457871 -0.802480521 -0.234326333 -0.20128533 -0.809464774 -0.426198945 -0.712922907 -0.52152892 -0.674755014 0.369843455 -0.582200411 -0.339087914 -0.383591225 -0.415619697 0.267637908 0.815418398 -0.583881848 0.157574673 0.043955121 1.033895566 -0.415288575 0.616332191 -0.351105132 -0.609787167 -0.889715359 0.201910259 -0.07023591 -0.206640796 -0.402134739 -1.146656565 -1.006099485 1.014076829 1.105022687 -0.269437944 1.438742444 -0.061216487 -0.668277653 -0.395718808 3.748046106 -0.473567917 -0.387687018 -0.379375438 -0.874856763 -0.489593888 0.805671076 0.02552242 1.691368897 0.52283947 -0.174708802 -0.485959344 -0.224764674 -0.130020871
Rv0048c -0.62399482 -1.150116107 -0.271030566 -0.276532123 0.17325942 -0.042370489 1.630662317 1.123983005 -0.429996956 -0.058633511 -0.286446394 1.183107949 0.239959161 -0.778413844 0.367621339 2.330122872 0.121062916 -0.787056573 -0.125611118 -0.583599262 -0.008476448 0.588310796 -0.562365165 0.579571944 -1.257050167 1.192911936 0.564810291 0.979965719 -0.284333908 -0.779924408 -0.280371829 -0.167090105 -1.773349416 -0.078507086 -0.148351831 -0.135489923 0.034815707 0.627317793 3.719762397 -0.141298818 -0.562183717 0.249606541 0.196651329 -0.169347292 -0.339267862 -0.395080086 -0.5452712 0.516981392 -0.510662142 -0.178182288 -0.629115914 0.234168458 -0.395342437 1.088753063 0.235513294 -2.290334325 -0.419754457 -1.930899768 0.497642667 1.392984947 -0.897029005 0.138247363 0.655925146
Rv0049 1.286523724 -1.806635934 0.063839833 -0.144386534 0.022788279 1.101548284 2.397679742 0.6304415 -1.71544655 0.144178137 -0.238047686 0.337025216 0.070451293 -0.32080989 0.175057533 2.758965042 -0.044813757 0.053212069 -0.171677337 -0.375525557 -0.397130409 0.141786021 0.782587403 -0.5063852 -0.047654146 0.672376008 0.576865314 -0.117454611 -0.942303044 0.980060516 0.358126974 0.283839402 -0.54865415 -0.594443213 0.181528511 0.128946869 0.166271667 1.046687618 2.071601781 0.616398175 0.101198883 -0.140999384 0.368576917 0.138557244 -0.252726072 0.712563463 0.44838942 -1.286894873 -0.482018562 -2.641489857 -0.424484476 -0.32974195 0.056997111 1.804425822 0.487336657 -2.498871 -0.019187614 -2.555351719 -0.121476463 -0.75883698 -0.168720098 -0.129497754 -0.559957915
Rv0050 0 -2.092654842 0.342552433 -0.06138079 -0.35899101 0.222550361 -0.277800215 0.289542566 -3.285713008 0.342343728 -0.297221935 0 0.289986514 0 0.413484803 0 2.022021856 0 -0.189281184 -0.298413048 -0.083120379 0.674612432 -0.323242129 2.836160726 0 1.000640219 0 0 0.372340293 0.071114707 0 -0.179927003 0 0.522016581 1.883721162 0 0.05918622 1.119790217 0 0.277999166 -0.264090083 -0.179409132 0.867029931 -0.338833265 0 0.58099243 0.757762562 0.248619518 -0.257213832 -2.956172464 -0.869680032 0 -0.145669316 0.84192044 0 -0.909738663 0.471947042 0.671042072 0.226430793 0 0 2.078985171 0
Rv0051 -0.025354025 -0.302614273 -0.222988086 -0.14218126 -0.060724674 0.805077384 0.582963445 0.420728571 -0.843219536 0.024584984 -0.334733214 1.514733014 0.632491431 1.232463643 0.021150218 1.588887595 -0.365832556 -0.915831794 0.162794136 -0.121882402 -0.575421747 0.871983541 0.232482902 -0.324234078 0.510056117 0.480320969 0.880703519 -0.589259325 -0.33851927 -0.224409394 0.561269278 -0.104978469 -1.157739698 -0.467621349 -1.095245548 0.030349179 0.538865196 -0.098095442 2.440929206 0.059733923 0.616281182 -0.146255363 0.495269948 0.467455681 -0.907362457 -0.013121075 0.258861286 0.072608536 -0.247350685 -0.705411579 -0.084254471 -0.323321521 -0.327173803 0.54215179 -0.667315541 -4.409897215 0.220114697 -2.618628286 -0.001715938 0.581912232 -1.128896713 -0.251339504 0.034282806
Rv0052 -1.542496711 -0.692463893 0.165873453 -0.24192093 -0.74511068 1.11538269 -0.964865171 0.153006185 -0.424000649 0.195381793 0.179955742 0.662239588 0.093001164 -2.56159195 -0.323436053 0.875931116 0.457271371 -2.210655994 0.397895101 0.341167945 0.049885754 -0.310759477 0.166861294 0.457130368 1.464662068 1.23674261 -0.264543239 -0.334311863 0.196064678 -0.038797103 -0.740815203 0.047506722 -0.528169714 0.325561077 -2.575580315 0 0.235416729 1.29308374 0.906173376 -0.581889797 -0.882435975 -0.84668456 -0.077797562 0.154543335 -1.172767448 -0.250429403 0.136781535 0.673246949 0.46814194 0.560148981 -0.045249369 -0.637745763 0.092091137 0.390449465 0.486461384 -0.671232486 -0.086788026 -1.606888882 0 0 0.144225671 -0.416160643 0.065981658
Rv0053 -0.584130591 2.422938807 -0.182501403 -0.194509245 -0.891363241 0.26409124 -0.295079112 -0.672766438 2.426810638 -0.008117099 0.433508392 0 -0.400051854 0.570391254 0.374720272 -0.392047943 -0.135132412 0.162881235 0.182411196 -0.184512891 0.011886087 -1.117032001 -0.286269454 0.511842981 0 -0.069549949 0 0.842751001 -0.033060281 -0.029071831 0 0.256397303 0 0.270206977 -0.119013668 0 0.007797469 -0.466569886 0 0.347731693 -1.101524316 -0.764852518 -0.914580309 -0.2599474 0 -0.51941143 -0.236426814 -0.008100065 -0.195888405 4.332376117 0.32330264 0 -0.082542382 -0.316695771 0 2.779794692 0.43716426 -0.337203718 0.056604298 0 -0.03705073 0.339623375 0.636788104
Rv0054 -0.115466947 1.615987305 -0.413459101 -0.672379916 -1.220620007 0.531320306 -0.600056724 -0.484090383 2.178619364 -0.137085575 -0.118375778 0.474966297 -0.307461534 0.470202728 0.54206553 -0.115350349 -0.264185723 -0.854054165 -0.328348909 -0.554564995 0.106807136 -0.132880212 -0.059600899 -0.695184723 -1.111767518 -0.659960373 -1.213752718 -0.014232053 1.136757955 0.169163933 0.370516346 1.36414936 0.577031137 0.629873297 -0.412694294 -0.644801903 0.397056111 0.153885842 -0.585732413 1.688257089 -1.122374839 -0.955120717 -0.797313151 0.178447078 0.352543483 -0.666320425 0.312658133 0.328788446 -0.005238375 3.450942733 0.006930662 0.174727205 -0.47012663 -0.178476574 0.084116935 3.587429454 0.533744738 -0.546709741 -0.927588915 -0.581775424 -0.250237762 -0.519499569 -0.464771558
Rv0055 -0.227658141 2.651652561 0.316938251 0.216923261 -0.579294175 -0.227361293 -0.289893476 -0.633136029 2.3421246 0.332223175 0.552167741 -0.729335775 -0.344456684 -1.411102477 0.347647165 -0.664065783 0.218454383 -1.109341556 0.412283486 -0.08331642 -0.02325619 -0.33089926 0.613382341 0.509744276 -0.566266794 -0.988527068 -1.409549362 0.013094735 0.730894978 1.013265116 -1.980238087 1.695910437 -0.445189159 1.039372036 0.145694282 -0.854759279 -0.309430375 1.210850596 0.173388667 2.597498877 -0.059215087 0.120653461 -2.170307776 -0.419101091 -0.042315739 -1.555267419 -0.099124435 -1.138495298 -0.118965378 2.807338894 1.078612808 0.024717829 0.236835766 -0.062420396 -0.76606232 2.539725528 1.261242699 -0.318157347 -0.105921181 0.560079634 -0.047734223 0.141125941 0.24581491
Rv0056 -0.558930363 1.079083054 0.260695 0.420853896 -0.3077413 0.350110207 -1.386816335 -0.477090751 1.552797435 0.471874992 0.606137252 -0.539161345 -0.264379884 -2.487045432 -0.152347462 -1.244639916 0.089363187 -1.141234212 0.575829127 0.471347154 0.027976392 -0.240093937 0.2542946 0.345044892 -0.460034583 -0.8390479 -1.651806153 -0.214634549 0.740881146 0.377876752 -2.586196295 1.414722358 -0.666897369 1.210549687 -0.248502143 -0.905191412 0.354143984 0.793833006 -0.28113188 1.232296989 0.340799434 0.415302024 -2.886453547 -0.012926183 0.112129207 -1.609925152 -0.16997735 0.065981316 0.375121748 2.19707441 0.558821172 0.051507706 0.097800659 0.308103136 -0.781968652 2.270559084 0.848985389 -0.733500459 -0.097561599 0.499303905 -0.317339721 -0.216166109 0.19797217
Rv0057 -0.097850238 1.001532582 0.192698576 0.918652592 -0.889624437 0.683632701 -1.025479744 -0.32013696 1.567122607 0.343958777 0.635934399 -1.636583645 -0.657601351 -2.396609312 -0.04442783 -1.910838314 0.492794361 -0.534643777 0.937392467 0.400011872 -0.105976939 -1.220791709 0.237237892 0.145318718 -0.353103614 -0.280295955 -1.270471812 -0.045885403 0.637110441 0.533143268 -2.285991298 1.844301656 -1.00525269 0.471182061 -0.925026111 -0.253044365 0.543728072 0.126819321 -2.023656159 1.658575975 0.113312797 0.429616935 -1.238832445 0.455584248 0.434785761 -1.236044759 -0.097863331 -0.15443344 0.623584302 0.920704074 -0.027970418 0.961235934 -0.135712073 -0.171236442 -0.974685197 0.411122238 1.158291056 -1.029415058 0.210732304 -0.527864389 -0.015039936 0.417512899 0.620150794
Rv0058 0 -1.068566606 0.371561252 0.367294283 -1.299650372 0.519873714 -0.924853262 -0.077393749 -0.80310995 0.231007441 0.233427369 0 -0.309664334 0 0.324730695 0 0 -0.715789922 0.426298001 0.030582831 0.051904108 -0.937565838 -0.147659074 0 0 -0.678261906 0.884857135 0.193607328 0.819850537 0.000663246 0 0.836500375 0 1.357065668 0 0 0.815861919 -0.008208002 0 1.061978926 -0.321520845 0.093444215 -1.0978555 0.45485981 0 -2.080119135 -1.143743182 0.075371888 0.481412551 -1.46031694 -0.276705149 0 -0.529750414 -0.44456494 0 -0.90410459 1.521770824 -0.683994161 -0.283120597 0 0 0 0
Rv0059 -1.103804003 1.084647105 -0.2433049 0.483884027 -0.368040537 0.76218453 -1.708951251 -0.543182291 1.739614774 0.068753691 0.38023488 -1.450237988 -0.595590753 -1.026622109 -0.002976457 -0.788166767 0.305983994 -0.984709503 0.559814096 0.318480194 -0.093763848 -0.928761333 -0.23669534 0.30141268 -0.243322902 -0.455654366 -1.019064885 -0.204835346 0.719838712 -0.412079874 -0.541390838 2.232414798 -2.01993643 0.504580146 -0.786493443 -0.285900888 0.470502478 -0.24570771 -1.980304564 2.237137854 0.239461453 0.582769421 -0.556207661 0.044722257 -0.166557561 -0.553567521 -0.132921361 0.262304842 0.684131949 0.441705 -0.489188022 0.320790312 -0.291398834 0.179286574 -1.198155383 0.253155171 1.313887091 -1.373013305 -0.112492613 -0.353841375 0.24853863 0.268650246 0.560895372
Rv0060 -1.557044568 -0.509895619 -0.269502919 -0.369595259 -1.08712703 1.795271036 0.512909735 -0.047394196 -0.436646741 -0.489403016 -0.119236345 -0.37125112 -0.776802338 1.041892649 0.010118633 1.535837315 -0.215581108 -0.948284019 -0.001099174 -0.579583249 -0.255836448 -0.58349469 -0.874721382 -0.346870254 -0.343677466 0.19590752 -0.514007948 0.176157006 1.153877547 -0.44308916 -0.380561695 0.477914843 -0.981056815 0.822165004 -1.665924557 -0.56289327 1.078489618 -0.120517127 -0.955138922 1.306293528 -0.633056536 -0.407307232 -0.581656977 0.925923476 -0.369537302 -0.727471124 -0.515736208 -0.118487487 -0.46995048 -0.642046564 -0.878760877 -0.294722336 -0.820149616 1.518934422 1.004101981 -0.976680563 1.284294916 -1.646918221 -0.055692067 0.081685669 0.28877211 -0.054004461 -0.221111524
Rv0061 0 0.221577989 -0.834307188 0.512147736 -0.000996424 -0.459401166 0 -0.533463134 0.642762294 -0.716457334 0.305896531 0 -0.507664299 0 -0.063452636 0 0 0 -0.077245689 0.211014935 0.311958018 -0.893744589 -0.889888082 0 0 0 -0.772698328 0 -0.340203974 -0.896108132 0 -0.258478331 0 -0.399418698 0 0 -0.32833257 0 0 -0.294528332 2.027128009 0.486539562 -0.806322658 -0.020111973 0 -1.287328299 0.67322773 0.788636125 0.421345423 2.066199978 -0.965635196 0 -0.658371948 -0.031781673 0 0.096249525 -0.173521991 0.42461661 0 0 0 0 0
